record_id,patient_id,split,in_train_loader
cpsc2018_A0090,cpsc2018_A0090,test,no
cpsc2018_A0091,cpsc2018_A0091,train,yes
cpsc2018_A0092,cpsc2018_A0092,test,no
cpsc2018_A0093,cpsc2018_A0093,train,yes
cpsc2018_A0094,cpsc2018_A0094,test,no
cpsc2018_A0095,cpsc2018_A0095,train,yes
cpsc2018_A0096,cpsc2018_A0096,val,no
cpsc2018_A0097,cpsc2018_A0097,train,yes
cpsc2018_A0098,cpsc2018_A0098,train,yes
cpsc2018_A0099,cpsc2018_A0099,cal,no
cpsc2018_A0100,cpsc2018_A0100,cal,no
cpsc2018_A0101,cpsc2018_A0101,test,no
cpsc2018_A0102,cpsc2018_A0102,train,yes
cpsc2018_A0103,cpsc2018_A0103,cal,no
cpsc2018_A0104,cpsc2018_A0104,train,yes
cpsc2018_A0105,cpsc2018_A0105,train,yes
cpsc2018_A0106,cpsc2018_A0106,train,yes
cpsc2018_A0107,cpsc2018_A0107,train,yes
cpsc2018_A0108,cpsc2018_A0108,cal,no
cpsc2018_A0109,cpsc2018_A0109,train,yes
cpsc2018_A0110,cpsc2018_A0110,train,yes
cpsc2018_A0111,cpsc2018_A0111,train,yes
cpsc2018_A0112,cpsc2018_A0112,cal,no
cpsc2018_A0113,cpsc2018_A0113,val,no
cpsc2018_A0114,cpsc2018_A0114,test,no
cpsc2018_A0115,cpsc2018_A0115,train,yes
cpsc2018_A0116,cpsc2018_A0116,test,no
cpsc2018_A0117,cpsc2018_A0117,cal,no
cpsc2018_A0118,cpsc2018_A0118,val,no
cpsc2018_A0119,cpsc2018_A0119,cal,no
cpsc2018_A0120,cpsc2018_A0120,train,yes
cpsc2018_A0121,cpsc2018_A0121,val,no
cpsc2018_A0122,cpsc2018_A0122,train,yes
cpsc2018_A0123,cpsc2018_A0123,val,no
cpsc2018_A0124,cpsc2018_A0124,val,no
cpsc2018_A0125,cpsc2018_A0125,val,no
cpsc2018_A0126,cpsc2018_A0126,train,yes
cpsc2018_A0127,cpsc2018_A0127,cal,no
cpsc2018_A0128,cpsc2018_A0128,val,no
cpsc2018_A0129,cpsc2018_A0129,train,yes
cpsc2018_A0130,cpsc2018_A0130,test,no
cpsc2018_A0131,cpsc2018_A0131,train,yes
cpsc2018_A0132,cpsc2018_A0132,test,no
cpsc2018_A0133,cpsc2018_A0133,train,yes
cpsc2018_A0134,cpsc2018_A0134,train,yes
cpsc2018_A0135,cpsc2018_A0135,train,yes
cpsc2018_A0136,cpsc2018_A0136,cal,no
cpsc2018_A0137,cpsc2018_A0137,train,yes
cpsc2018_A0138,cpsc2018_A0138,train,yes
cpsc2018_A0139,cpsc2018_A0139,train,yes
cpsc2018_A0140,cpsc2018_A0140,train,yes
cpsc2018_A0141,cpsc2018_A0141,train,yes
cpsc2018_A0142,cpsc2018_A0142,val,no
cpsc2018_A0143,cpsc2018_A0143,train,yes
cpsc2018_A0144,cpsc2018_A0144,train,yes
cpsc2018_A0145,cpsc2018_A0145,train,yes
cpsc2018_A0146,cpsc2018_A0146,test,no
cpsc2018_A0147,cpsc2018_A0147,train,yes
cpsc2018_A0148,cpsc2018_A0148,train,yes
cpsc2018_A0149,cpsc2018_A0149,test,no
cpsc2018_A0150,cpsc2018_A0150,train,yes
cpsc2018_A0151,cpsc2018_A0151,test,no
cpsc2018_A0152,cpsc2018_A0152,train,yes
cpsc2018_A0153,cpsc2018_A0153,train,yes
cpsc2018_A0154,cpsc2018_A0154,train,yes
cpsc2018_A0155,cpsc2018_A0155,cal,no
cpsc2018_A0156,cpsc2018_A0156,train,yes
cpsc2018_A0157,cpsc2018_A0157,cal,no
cpsc2018_A0158,cpsc2018_A0158,train,yes
cpsc2018_A0159,cpsc2018_A0159,train,yes
cpsc2018_A0160,cpsc2018_A0160,train,yes
cpsc2018_A0161,cpsc2018_A0161,test,no
cpsc2018_A0162,cpsc2018_A0162,train,yes
cpsc2018_A0163,cpsc2018_A0163,train,yes
cpsc2018_A0164,cpsc2018_A0164,test,no
cpsc2018_A0165,cpsc2018_A0165,train,yes
cpsc2018_A0166,cpsc2018_A0166,train,yes
cpsc2018_A0167,cpsc2018_A0167,train,yes
cpsc2018_A0168,cpsc2018_A0168,train,yes
cpsc2018_A0169,cpsc2018_A0169,train,yes
cpsc2018_A0170,cpsc2018_A0170,train,yes
cpsc2018_A0171,cpsc2018_A0171,train,yes
cpsc2018_A0172,cpsc2018_A0172,train,yes
cpsc2018_A0173,cpsc2018_A0173,train,yes
cpsc2018_A0174,cpsc2018_A0174,test,no
cpsc2018_A0175,cpsc2018_A0175,train,yes
cpsc2018_A0176,cpsc2018_A0176,test,no
cpsc2018_A0177,cpsc2018_A0177,test,no
cpsc2018_A0178,cpsc2018_A0178,train,yes
cpsc2018_A0179,cpsc2018_A0179,train,yes
cpsc2018_A0180,cpsc2018_A0180,val,no
cpsc2018_A0181,cpsc2018_A0181,test,no
cpsc2018_A0182,cpsc2018_A0182,train,yes
cpsc2018_A0183,cpsc2018_A0183,test,no
cpsc2018_A0184,cpsc2018_A0184,train,yes
cpsc2018_A0185,cpsc2018_A0185,test,no
cpsc2018_A0186,cpsc2018_A0186,train,yes
cpsc2018_A0187,cpsc2018_A0187,test,no
cpsc2018_A0188,cpsc2018_A0188,val,no
cpsc2018_A0189,cpsc2018_A0189,train,yes
cpsc2018_A0190,cpsc2018_A0190,cal,no
cpsc2018_A0191,cpsc2018_A0191,cal,no
cpsc2018_A0192,cpsc2018_A0192,train,yes
cpsc2018_A0193,cpsc2018_A0193,train,yes
cpsc2018_A0194,cpsc2018_A0194,train,yes
cpsc2018_A0195,cpsc2018_A0195,test,no
cpsc2018_A0196,cpsc2018_A0196,test,no
cpsc2018_A0197,cpsc2018_A0197,train,yes
cpsc2018_A0198,cpsc2018_A0198,train,yes
cpsc2018_A0199,cpsc2018_A0199,train,yes
cpsc2018_A0200,cpsc2018_A0200,train,yes
cpsc2018_A0201,cpsc2018_A0201,test,no
cpsc2018_A0202,cpsc2018_A0202,test,no
cpsc2018_A0203,cpsc2018_A0203,train,yes
cpsc2018_A0204,cpsc2018_A0204,train,yes
cpsc2018_A0205,cpsc2018_A0205,train,yes
cpsc2018_A0206,cpsc2018_A0206,val,no
cpsc2018_A0207,cpsc2018_A0207,test,no
cpsc2018_A0208,cpsc2018_A0208,test,no
cpsc2018_A0209,cpsc2018_A0209,train,yes
cpsc2018_A0210,cpsc2018_A0210,cal,no
cpsc2018_A0211,cpsc2018_A0211,train,yes
cpsc2018_A0212,cpsc2018_A0212,cal,no
cpsc2018_A0213,cpsc2018_A0213,cal,no
cpsc2018_A0214,cpsc2018_A0214,train,yes
cpsc2018_A0215,cpsc2018_A0215,cal,no
cpsc2018_A0216,cpsc2018_A0216,train,yes
cpsc2018_A0217,cpsc2018_A0217,val,no
cpsc2018_A0218,cpsc2018_A0218,train,yes
cpsc2018_A0219,cpsc2018_A0219,train,yes
cpsc2018_A0220,cpsc2018_A0220,train,yes
cpsc2018_A0221,cpsc2018_A0221,train,yes
cpsc2018_A0222,cpsc2018_A0222,train,yes
cpsc2018_A0223,cpsc2018_A0223,train,yes
cpsc2018_A0224,cpsc2018_A0224,train,yes
cpsc2018_A0225,cpsc2018_A0225,cal,no
cpsc2018_A0226,cpsc2018_A0226,train,yes
cpsc2018_A0227,cpsc2018_A0227,test,no
cpsc2018_A0228,cpsc2018_A0228,test,no
cpsc2018_A0229,cpsc2018_A0229,train,yes
cpsc2018_A0230,cpsc2018_A0230,cal,no
cpsc2018_A0231,cpsc2018_A0231,test,no
cpsc2018_A0232,cpsc2018_A0232,train,yes
cpsc2018_A0233,cpsc2018_A0233,test,no
cpsc2018_A0234,cpsc2018_A0234,test,no
cpsc2018_A0235,cpsc2018_A0235,train,yes
cpsc2018_A0236,cpsc2018_A0236,train,yes
cpsc2018_A0237,cpsc2018_A0237,train,yes
cpsc2018_A0238,cpsc2018_A0238,train,yes
cpsc2018_A0239,cpsc2018_A0239,train,yes
cpsc2018_A0240,cpsc2018_A0240,train,yes
cpsc2018_A0241,cpsc2018_A0241,train,yes
cpsc2018_A0242,cpsc2018_A0242,train,yes
cpsc2018_A0243,cpsc2018_A0243,cal,no
cpsc2018_A0244,cpsc2018_A0244,val,no
cpsc2018_A0245,cpsc2018_A0245,train,yes
cpsc2018_A0246,cpsc2018_A0246,train,yes
cpsc2018_A0247,cpsc2018_A0247,train,yes
cpsc2018_A0248,cpsc2018_A0248,train,yes
cpsc2018_A0249,cpsc2018_A0249,test,no
cpsc2018_A0250,cpsc2018_A0250,val,no
cpsc2018_A0251,cpsc2018_A0251,train,yes
cpsc2018_A0252,cpsc2018_A0252,val,no
cpsc2018_A0253,cpsc2018_A0253,train,yes
cpsc2018_A0254,cpsc2018_A0254,train,yes
cpsc2018_A0255,cpsc2018_A0255,train,yes
cpsc2018_A0256,cpsc2018_A0256,train,yes
cpsc2018_A0257,cpsc2018_A0257,test,no
cpsc2018_A0258,cpsc2018_A0258,train,yes
cpsc2018_A0259,cpsc2018_A0259,train,yes
cpsc2018_A0260,cpsc2018_A0260,cal,no
cpsc2018_A0261,cpsc2018_A0261,cal,no
cpsc2018_A0262,cpsc2018_A0262,train,yes
cpsc2018_A0263,cpsc2018_A0263,test,no
cpsc2018_A0264,cpsc2018_A0264,val,no
cpsc2018_A0265,cpsc2018_A0265,train,yes
cpsc2018_A0266,cpsc2018_A0266,train,yes
cpsc2018_A0267,cpsc2018_A0267,train,yes
cpsc2018_A0268,cpsc2018_A0268,cal,no
cpsc2018_A0269,cpsc2018_A0269,train,yes
cpsc2018_A0270,cpsc2018_A0270,train,yes
cpsc2018_A0271,cpsc2018_A0271,train,yes
cpsc2018_A0272,cpsc2018_A0272,val,no
cpsc2018_A0273,cpsc2018_A0273,train,yes
cpsc2018_A0274,cpsc2018_A0274,train,yes
cpsc2018_A0275,cpsc2018_A0275,train,yes
cpsc2018_A0276,cpsc2018_A0276,train,yes
cpsc2018_A0277,cpsc2018_A0277,test,no
cpsc2018_A0278,cpsc2018_A0278,train,yes
cpsc2018_A0279,cpsc2018_A0279,train,yes
cpsc2018_A0280,cpsc2018_A0280,train,yes
cpsc2018_A0281,cpsc2018_A0281,cal,no
cpsc2018_A0282,cpsc2018_A0282,val,no
cpsc2018_A0283,cpsc2018_A0283,train,yes
cpsc2018_A0284,cpsc2018_A0284,val,no
cpsc2018_A0285,cpsc2018_A0285,train,yes
cpsc2018_A0286,cpsc2018_A0286,test,no
cpsc2018_A0287,cpsc2018_A0287,train,yes
cpsc2018_A0288,cpsc2018_A0288,train,yes
cpsc2018_A0289,cpsc2018_A0289,train,yes
cpsc2018_A0290,cpsc2018_A0290,train,yes
cpsc2018_A0291,cpsc2018_A0291,test,no
cpsc2018_A0292,cpsc2018_A0292,train,yes
cpsc2018_A0293,cpsc2018_A0293,test,no
cpsc2018_A0294,cpsc2018_A0294,test,no
cpsc2018_A0295,cpsc2018_A0295,test,no
cpsc2018_A0296,cpsc2018_A0296,train,yes
cpsc2018_A0297,cpsc2018_A0297,test,no
cpsc2018_A0298,cpsc2018_A0298,train,yes
cpsc2018_A0299,cpsc2018_A0299,train,yes
cpsc2018_A0300,cpsc2018_A0300,val,no
cpsc2018_A0301,cpsc2018_A0301,train,yes
cpsc2018_A0302,cpsc2018_A0302,train,yes
cpsc2018_A0303,cpsc2018_A0303,train,yes
cpsc2018_A0304,cpsc2018_A0304,test,no
cpsc2018_A0305,cpsc2018_A0305,cal,no
cpsc2018_A0306,cpsc2018_A0306,train,yes
cpsc2018_A0307,cpsc2018_A0307,train,yes
cpsc2018_A0308,cpsc2018_A0308,train,yes
cpsc2018_A0309,cpsc2018_A0309,test,no
cpsc2018_A0310,cpsc2018_A0310,train,yes
cpsc2018_A0311,cpsc2018_A0311,train,yes
cpsc2018_A0312,cpsc2018_A0312,train,yes
cpsc2018_A0313,cpsc2018_A0313,train,yes
cpsc2018_A0314,cpsc2018_A0314,train,yes
cpsc2018_A0315,cpsc2018_A0315,test,no
cpsc2018_A0316,cpsc2018_A0316,test,no
cpsc2018_A0317,cpsc2018_A0317,cal,no
cpsc2018_A0318,cpsc2018_A0318,train,yes
cpsc2018_A0319,cpsc2018_A0319,train,yes
cpsc2018_A0320,cpsc2018_A0320,train,yes
cpsc2018_A0321,cpsc2018_A0321,train,yes
cpsc2018_A0322,cpsc2018_A0322,train,yes
cpsc2018_A0323,cpsc2018_A0323,test,no
cpsc2018_A0324,cpsc2018_A0324,train,yes
cpsc2018_A0325,cpsc2018_A0325,cal,no
cpsc2018_A0326,cpsc2018_A0326,train,yes
cpsc2018_A0327,cpsc2018_A0327,train,yes
cpsc2018_A0328,cpsc2018_A0328,train,yes
cpsc2018_A0329,cpsc2018_A0329,train,yes
cpsc2018_A0330,cpsc2018_A0330,train,yes
cpsc2018_A0331,cpsc2018_A0331,train,yes
cpsc2018_A0332,cpsc2018_A0332,test,no
cpsc2018_A0333,cpsc2018_A0333,train,yes
cpsc2018_A0334,cpsc2018_A0334,train,yes
cpsc2018_A0335,cpsc2018_A0335,cal,no
cpsc2018_A0336,cpsc2018_A0336,train,yes
cpsc2018_A0337,cpsc2018_A0337,test,no
cpsc2018_A0338,cpsc2018_A0338,train,yes
cpsc2018_A0339,cpsc2018_A0339,test,no
cpsc2018_A0340,cpsc2018_A0340,val,no
cpsc2018_A0341,cpsc2018_A0341,train,yes
cpsc2018_A0342,cpsc2018_A0342,train,yes
cpsc2018_A0343,cpsc2018_A0343,train,yes
cpsc2018_A0344,cpsc2018_A0344,val,no
cpsc2018_A0345,cpsc2018_A0345,train,yes
cpsc2018_A0346,cpsc2018_A0346,test,no
cpsc2018_A0347,cpsc2018_A0347,train,yes
cpsc2018_A0348,cpsc2018_A0348,test,no
cpsc2018_A0349,cpsc2018_A0349,train,yes
cpsc2018_A0350,cpsc2018_A0350,test,no
cpsc2018_A0351,cpsc2018_A0351,cal,no
cpsc2018_A0352,cpsc2018_A0352,train,yes
cpsc2018_A0353,cpsc2018_A0353,train,yes
cpsc2018_A0354,cpsc2018_A0354,train,yes
cpsc2018_A0355,cpsc2018_A0355,train,yes
cpsc2018_A0356,cpsc2018_A0356,train,yes
cpsc2018_A0357,cpsc2018_A0357,train,yes
cpsc2018_A0358,cpsc2018_A0358,cal,no
cpsc2018_A0359,cpsc2018_A0359,train,yes
cpsc2018_A0360,cpsc2018_A0360,test,no
cpsc2018_A0361,cpsc2018_A0361,train,yes
cpsc2018_A0362,cpsc2018_A0362,train,yes
cpsc2018_A0363,cpsc2018_A0363,test,no
cpsc2018_A0364,cpsc2018_A0364,train,yes
cpsc2018_A0365,cpsc2018_A0365,test,no
cpsc2018_A0366,cpsc2018_A0366,train,yes
cpsc2018_A0367,cpsc2018_A0367,train,yes
cpsc2018_A0368,cpsc2018_A0368,train,yes
cpsc2018_A0369,cpsc2018_A0369,train,yes
cpsc2018_A0370,cpsc2018_A0370,train,yes
cpsc2018_A0371,cpsc2018_A0371,train,yes
cpsc2018_A0372,cpsc2018_A0372,train,yes
cpsc2018_A0373,cpsc2018_A0373,train,yes
cpsc2018_A0374,cpsc2018_A0374,cal,no
cpsc2018_A0375,cpsc2018_A0375,test,no
cpsc2018_A0376,cpsc2018_A0376,test,no
cpsc2018_A0377,cpsc2018_A0377,val,no
cpsc2018_A0378,cpsc2018_A0378,train,yes
cpsc2018_A0379,cpsc2018_A0379,train,yes
cpsc2018_A0380,cpsc2018_A0380,train,yes
cpsc2018_A0381,cpsc2018_A0381,train,yes
cpsc2018_A0382,cpsc2018_A0382,test,no
cpsc2018_A0383,cpsc2018_A0383,test,no
cpsc2018_A0384,cpsc2018_A0384,test,no
cpsc2018_A0385,cpsc2018_A0385,train,yes
cpsc2018_A0386,cpsc2018_A0386,val,no
cpsc2018_A0387,cpsc2018_A0387,train,yes
cpsc2018_A0388,cpsc2018_A0388,test,no
cpsc2018_A0389,cpsc2018_A0389,train,yes
cpsc2018_A0390,cpsc2018_A0390,cal,no
cpsc2018_A0391,cpsc2018_A0391,test,no
cpsc2018_A0392,cpsc2018_A0392,train,yes
cpsc2018_A0393,cpsc2018_A0393,train,yes
cpsc2018_A0394,cpsc2018_A0394,test,no
cpsc2018_A0395,cpsc2018_A0395,test,no
cpsc2018_A0396,cpsc2018_A0396,train,yes
cpsc2018_A0397,cpsc2018_A0397,train,yes
cpsc2018_A0398,cpsc2018_A0398,test,no
cpsc2018_A0399,cpsc2018_A0399,test,no
cpsc2018_A0400,cpsc2018_A0400,test,no
cpsc2018_A0401,cpsc2018_A0401,train,yes
cpsc2018_A0402,cpsc2018_A0402,train,yes
cpsc2018_A0403,cpsc2018_A0403,train,yes
cpsc2018_A0404,cpsc2018_A0404,train,yes
cpsc2018_A0405,cpsc2018_A0405,test,no
cpsc2018_A0406,cpsc2018_A0406,test,no
cpsc2018_A0407,cpsc2018_A0407,train,yes
cpsc2018_A0408,cpsc2018_A0408,test,no
cpsc2018_A0409,cpsc2018_A0409,train,yes
cpsc2018_A0410,cpsc2018_A0410,train,yes
cpsc2018_A0411,cpsc2018_A0411,train,yes
cpsc2018_A0412,cpsc2018_A0412,train,yes
cpsc2018_A0413,cpsc2018_A0413,val,no
cpsc2018_A0414,cpsc2018_A0414,cal,no
cpsc2018_A0415,cpsc2018_A0415,cal,no
cpsc2018_A0416,cpsc2018_A0416,val,no
cpsc2018_A0417,cpsc2018_A0417,test,no
cpsc2018_A0418,cpsc2018_A0418,test,no
cpsc2018_A0419,cpsc2018_A0419,train,yes
cpsc2018_A0420,cpsc2018_A0420,train,yes
cpsc2018_A0421,cpsc2018_A0421,val,no
cpsc2018_A0422,cpsc2018_A0422,train,yes
cpsc2018_A0423,cpsc2018_A0423,train,yes
cpsc2018_A0424,cpsc2018_A0424,train,yes
cpsc2018_A0425,cpsc2018_A0425,train,yes
cpsc2018_A0426,cpsc2018_A0426,train,yes
cpsc2018_A0427,cpsc2018_A0427,train,yes
cpsc2018_A0428,cpsc2018_A0428,cal,no
cpsc2018_A0429,cpsc2018_A0429,train,yes
cpsc2018_A0430,cpsc2018_A0430,train,yes
cpsc2018_A0431,cpsc2018_A0431,test,no
cpsc2018_A0432,cpsc2018_A0432,train,yes
cpsc2018_A0433,cpsc2018_A0433,test,no
cpsc2018_A0434,cpsc2018_A0434,test,no
cpsc2018_A0435,cpsc2018_A0435,train,yes
cpsc2018_A0436,cpsc2018_A0436,cal,no
cpsc2018_A0437,cpsc2018_A0437,train,yes
cpsc2018_A0438,cpsc2018_A0438,val,no
cpsc2018_A0439,cpsc2018_A0439,val,no
cpsc2018_A0440,cpsc2018_A0440,test,no
cpsc2018_A0441,cpsc2018_A0441,cal,no
cpsc2018_A0442,cpsc2018_A0442,test,no
cpsc2018_A0443,cpsc2018_A0443,cal,no
cpsc2018_A0444,cpsc2018_A0444,train,yes
cpsc2018_A0445,cpsc2018_A0445,test,no
cpsc2018_A0446,cpsc2018_A0446,train,yes
cpsc2018_A0447,cpsc2018_A0447,train,yes
cpsc2018_A0448,cpsc2018_A0448,train,yes
cpsc2018_A0449,cpsc2018_A0449,train,yes
cpsc2018_A0450,cpsc2018_A0450,train,yes
cpsc2018_A0451,cpsc2018_A0451,test,no
cpsc2018_A0452,cpsc2018_A0452,train,yes
cpsc2018_A0453,cpsc2018_A0453,test,no
cpsc2018_A0454,cpsc2018_A0454,train,yes
cpsc2018_A0455,cpsc2018_A0455,train,yes
cpsc2018_A0456,cpsc2018_A0456,train,yes
cpsc2018_A0457,cpsc2018_A0457,cal,no
cpsc2018_A0458,cpsc2018_A0458,val,no
cpsc2018_A0459,cpsc2018_A0459,train,yes
cpsc2018_A0460,cpsc2018_A0460,train,yes
cpsc2018_A0461,cpsc2018_A0461,test,no
cpsc2018_A0462,cpsc2018_A0462,train,yes
cpsc2018_A0463,cpsc2018_A0463,test,no
cpsc2018_A0464,cpsc2018_A0464,train,yes
cpsc2018_A0465,cpsc2018_A0465,cal,no
cpsc2018_A0466,cpsc2018_A0466,train,yes
cpsc2018_A0467,cpsc2018_A0467,train,yes
cpsc2018_A0468,cpsc2018_A0468,train,yes
cpsc2018_A0469,cpsc2018_A0469,train,yes
cpsc2018_A0470,cpsc2018_A0470,train,yes
cpsc2018_A0471,cpsc2018_A0471,train,yes
cpsc2018_A0472,cpsc2018_A0472,test,no
cpsc2018_A0473,cpsc2018_A0473,train,yes
cpsc2018_A0474,cpsc2018_A0474,val,no
cpsc2018_A0475,cpsc2018_A0475,val,no
cpsc2018_A0476,cpsc2018_A0476,cal,no
cpsc2018_A0477,cpsc2018_A0477,test,no
cpsc2018_A0478,cpsc2018_A0478,train,yes
cpsc2018_A0479,cpsc2018_A0479,train,yes
cpsc2018_A0480,cpsc2018_A0480,test,no
cpsc2018_A0481,cpsc2018_A0481,test,no
cpsc2018_A0482,cpsc2018_A0482,cal,no
cpsc2018_A0483,cpsc2018_A0483,val,no
cpsc2018_A0484,cpsc2018_A0484,val,no
cpsc2018_A0485,cpsc2018_A0485,train,yes
cpsc2018_A0486,cpsc2018_A0486,train,yes
cpsc2018_A0487,cpsc2018_A0487,test,no
cpsc2018_A0488,cpsc2018_A0488,train,yes
cpsc2018_A0489,cpsc2018_A0489,train,yes
cpsc2018_A0490,cpsc2018_A0490,cal,no
cpsc2018_A0491,cpsc2018_A0491,train,yes
cpsc2018_A0492,cpsc2018_A0492,test,no
cpsc2018_A0493,cpsc2018_A0493,test,no
cpsc2018_A0494,cpsc2018_A0494,test,no
cpsc2018_A0495,cpsc2018_A0495,train,yes
cpsc2018_A0496,cpsc2018_A0496,val,no
cpsc2018_A0497,cpsc2018_A0497,train,yes
cpsc2018_A0498,cpsc2018_A0498,test,no
cpsc2018_A0499,cpsc2018_A0499,train,yes
cpsc2018_A0500,cpsc2018_A0500,val,no
cpsc2018_A0501,cpsc2018_A0501,cal,no
cpsc2018_A0502,cpsc2018_A0502,test,no
cpsc2018_A0503,cpsc2018_A0503,train,yes
cpsc2018_A0504,cpsc2018_A0504,train,yes
cpsc2018_A0505,cpsc2018_A0505,train,yes
cpsc2018_A0506,cpsc2018_A0506,test,no
cpsc2018_A0507,cpsc2018_A0507,test,no
cpsc2018_A0508,cpsc2018_A0508,train,yes
cpsc2018_A0509,cpsc2018_A0509,test,no
cpsc2018_A0510,cpsc2018_A0510,train,yes
cpsc2018_A0511,cpsc2018_A0511,val,no
cpsc2018_A0512,cpsc2018_A0512,train,yes
cpsc2018_A0513,cpsc2018_A0513,test,no
cpsc2018_A0514,cpsc2018_A0514,train,yes
cpsc2018_A0515,cpsc2018_A0515,train,yes
cpsc2018_A0516,cpsc2018_A0516,val,no
cpsc2018_A0517,cpsc2018_A0517,test,no
cpsc2018_A0518,cpsc2018_A0518,train,yes
cpsc2018_A0519,cpsc2018_A0519,train,yes
cpsc2018_A0520,cpsc2018_A0520,train,yes
cpsc2018_A0521,cpsc2018_A0521,train,yes
cpsc2018_A0522,cpsc2018_A0522,train,yes
cpsc2018_A0523,cpsc2018_A0523,train,yes
